=== SHOT LIST: 7-ELEVEN THAILAND ===
Audio Duration: 7:50 (470s) | 9 chunks | edge-tts -15% rate
Style: Kurzgesagt-inspired flat vector, mascot character
Target: 136 shots, ~3.5 sec average per shot (fast cut)

==================================================
TIMECODE MAP
==================================================

| Time | Filename | Text Segment | Scene Type | Shot Description |
| 7:40.02 | 00_07_40.png | มันคือสถานที่ที่คนไทยสิบเอ็ดล้านคนเข้าไปทุกวัน | data | "11 ล้านคน/วัน" with crowd of people entering stores, daily ritual, Kurzgesagt style |
| 7:43.48 | 00_07_43.png | และมันคือตัวอย่างที่ดีที่สุด ของวิธีที่ธุรกิจหนึ่ง เปลี่ยนวิถีชีวิตของคนทั้งประเทศ | hero | Thailand map transformed by 7-Eleven, national transformation, Kurzgesagt style, impactful |
| 7:46.94 | 00_07_46.png | ถ้าชอบคลิปนี้ กด Subscribe กดกระดิ่ง แล้วเจอกันครับ | closing | Nong K waving goodbye, subscribe button, bell icon, warm golden glow, Kurzgesagt style, friendly |

==================================================
SHOT STATISTICS
==================================================

Total shots: 136
Average duration per shot: 3.5 seconds
Scene type breakdown:
- data: 28 shots
- character: 24 shots
- framework: 20 shots
- hero: 18 shots
- comparison: 12 shots
- timeline: 11 shots
- map: 8 shots
- transition: 6 shots
- crisis: 5 shots
- infographic: 3 shots
- closing: 1 shots

==================================================
AGENT BRIEF
==================================================

Style Bible:
- Kurzgesagt-inspired flat vector illustration
- Deep navy/teal gradient backgrounds
- Warm golden/coral/orange foreground elements
- Mascot character appears in ~30% of shots
- No photorealism, no text in images (text added in post)
- 16:9 aspect ratio, 1280x720 minimum
- Clean geometric shapes, rounded corners
- High saturation, high contrast

Character Lock:
- Golden orange rounded rectangle body, black dot eyes, tiny round glasses, small gradient wings
- Expression through eye position + body tilt + wing position
- Consistent across all shots (use character sheet as reference)

Rules:
1. No text in generated images (all text added in CapCut)
2. Consistent color palette across all images
3. Character appears in hook, transitions, and emotional beats
4. Data/stats scenes use infographic style
5. Dark backgrounds always, warm foregrounds
6. Each image must work as standalone thumbnail
