=== SHOT LIST: WHY BIGC LOST TO 7-ELEVEN ===
Audio Duration: ~8 min (estimated) | 11 chunks | edge-tts -15% rate
Style: Kurzgesagt-inspired flat vector, mascot character
Target: ~140 shots, ~3.5 sec average per shot (fast cut)

==================================================
TIMECODE MAP
==================================================

| Time | Filename | Text Segment | Scene Type | Shot Description |
| 6:33.00 | 00_06_33.png | และเมื่อคุณเปลี่ยนพฤติกรรมมาซื้อของทุกวัน... เซเว่นก็ชนะ | data | Behavior shift arrow: weekly → daily, 7-Eleven winning, golden victory, Kurzgesagt style |
| 6:36.00 | 00_06_36.png | เพราะเซเว่นอยู่ใกล้คุณมากกว่า มีอาหารให้คุณกินมากกว่า | comparison | Proximity + food advantage, 7-Eleven scoring higher on both, Kurzgesagt style |
| 6:39.00 | 00_06_39.png | และที่สำคัญที่สุด... เซเว่นเข้าใจว่าคุณต้องการอะไรก่อนที่คุณจะรู้ตัว | hero | 7-Eleven predicting customer needs, crystal ball metaphor, golden insight, Kurzgesagt style |
| 6:42.00 | 00_06_42.png | กลับมาที่คำถามเดิม... ทำไมบิ๊กซีถึงแพ้เซเว่น? | hero | Echo opening: Nong K at quiet Big C, full circle, Kurzgesagt style |
| 6:45.00 | 00_06_45.png | คำตอบไม่ได้อยู่ที่ราคา ไม่ได้อยู่ที่สินค้า | comparison | Price tag ✗ + product quality ✗ crossed out, wrong focus, Kurzgesagt style |
| 6:48.00 | 00_06_48.png | คำตอบอยู่ที่โมเดลธุรกิจ... และบิ๊กซีไม่เคยเปลี่ยนโมเดลได้ทัน | crisis | Business model icon stuck in past, unable to change, golden final statement, Kurzgesagt style |
| 6:51.00 | 00_06_51.png | เพราะคุณไม่ได้แข่งกับร้านสะดวกซื้อ... คุณแข่งกับระบบทั้งหมด | hero | Giant ecosystem vs single store, final dramatic comparison, Kurzgesagt style |
| 6:54.00 | 00_06_54.png | ที่ออกแบบมาเพื่อให้คุณกลับมาทุกวัน | hero | Loop arrow: daily habit cycle, 7-Eleven winning, closing statement, Kurzgesagt style |

==================================================
END OF SHOT LIST
==================================================
